Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_4_T1_1 Spectral Count	ALS_4_T2_2 Spectral Count	ALS_4_T3_3 Spectral Count	ALS_4_T4_4 Spectral Count	ALS_4_T1_1 Unique Spectral Count	ALS_4_T2_2 Unique Spectral Count	ALS_4_T3_3 Unique Spectral Count	ALS_4_T4_4 Unique Spectral Count	ALS_4_T1_1 Total Spectral Count	ALS_4_T2_2 Total Spectral Count	ALS_4_T3_3 Total Spectral Count	ALS_4_T4_4 Total Spectral Count	ALS_4_T1_1 Intensity	ALS_4_T2_2 Intensity	ALS_4_T3_3 Intensity	ALS_4_T4_4 Intensity	ALS_4_T1_1 MaxLFQ Intensity	ALS_4_T2_2 MaxLFQ Intensity	ALS_4_T3_3 MaxLFQ Intensity	ALS_4_T4_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 9	0.9996	0.9781	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	1234421.0	128982.06	86020.26	296001.2	0.0	0.0	0.0	0.0	
sp|P35542|SAA4_HUMAN	P35542	SAA4_HUMAN	SAA4	130	Homo sapiens	1:Experimental evidence at protein level	Serum amyloid A-4 protein	1.0	0.9987	4	14	14	14	5	2	3	4	5	2	3	4	5	2	3	4	7011756.5	7044946.0	3998516.0	1.0668426E7	3303484.8	3199297.8	1967516.1	4557600.5	
sp|P35858|ALS_HUMAN	P35858	ALS_HUMAN	IGFALS	605	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein complex acid labile subunit	1.0	0.999	4	8	8	8	3	0	1	4	3	0	1	4	3	0	1	4	1427792.9	1262267.8	2182811.0	1772305.0	656301.1	589466.06	1113483.0	700896.6	
sp|P36222|CH3L1_HUMAN	P36222	CH3L1_HUMAN	CHI3L1	383	Homo sapiens	1:Experimental evidence at protein level	Chitinase-3-like protein 1	1.0	0.999	13	49	49	49	13	14	10	12	13	14	10	12	13	14	10	12	2.1119278E7	2.2617876E7	1.5493169E7	2.333076E7	8576135.0	8635013.0	8626753.0	9012976.0	
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL4	1.0	0.9973	2	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	186023.22	0.0	0.0	276198.72	0.0	0.0	0.0	0.0	
sp|P36955|PEDF_HUMAN	P36955	PEDF_HUMAN	SERPINF1	418	Homo sapiens	1:Experimental evidence at protein level	Pigment epithelium-derived factor	1.0	0.999	19	87	87	87	22	21	23	21	22	21	23	21	22	21	23	21	9.3964632E7	9.5716504E7	8.7212376E7	9.0531408E7	3.8060308E7	3.8995632E7	3.4441536E7	3.7978132E7	
sp|P38646|HSPA9_HUMAN	P38646	HSPA9_HUMAN	HSPA9	679	Homo sapiens	1:Experimental evidence at protein level	Stress-70 protein, mitochondrial	0.5613	0.9769	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	716189.56	218092.86	495869.78	691260.94	0.0	0.0	0.0	0.0	
sp|P39060|COIA1_HUMAN	P39060	COIA1_HUMAN	COL18A1	1754	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(XVIII) chain	1.0	0.999	7	19	19	19	4	3	5	7	4	3	5	7	4	3	5	7	6645008.0	5772327.0	5643057.0	7898649.5	2335968.2	2367255.8	2393088.2	2899819.5	
sp|P40189|IL6RB_HUMAN	P40189	IL6RB_HUMAN	IL6ST	918	Homo sapiens	1:Experimental evidence at protein level	Interleukin-6 receptor subunit beta	1.0	0.9959	4	12	12	12	3	3	3	3	3	3	3	3	3	3	3	3	2095448.5	1926463.5	2204507.5	2304346.5	905346.0	857107.5	974480.44	944751.3	
sp|P40227|TCPZ_HUMAN	P40227	TCPZ_HUMAN	CCT6A	531	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit zeta	0.6483	0.9838	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	183979.94	0.0	0.0	183788.86	0.0	0.0	0.0	0.0	
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL13	0.6185	0.9816	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	1	609403.9	255858.56	556293.44	617409.6	0.0	0.0	0.0	0.0	sp|Q6NVV1|R13P3_HUMAN
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens	1:Experimental evidence at protein level	Malate dehydrogenase, cytoplasmic	1.0	0.999	3	9	9	9	3	3	1	2	3	3	1	2	3	3	1	2	2028377.9	2261927.8	2402528.5	2215347.5	1129559.2	1261842.6	1276585.0	1235592.1	
sp|P40926|MDHM_HUMAN	P40926	MDHM_HUMAN	MDH2	338	Homo sapiens	1:Experimental evidence at protein level	Malate dehydrogenase, mitochondrial	0.9996	0.9798	2	3	3	3	2	0	0	1	2	0	0	1	2	0	0	1	8620036.0	7016101.0	8783804.0	9889753.0	0.0	0.0	0.0	0.0	
sp|P41222|PTGDS_HUMAN	P41222	PTGDS_HUMAN	PTGDS	190	Homo sapiens	1:Experimental evidence at protein level	Prostaglandin-H2 D-isomerase	1.0	0.999	7	36	36	36	9	9	9	9	9	9	9	9	9	9	9	9	2.73693338E9	3.1871209E9	3.90353306E9	2.47175398E9	1.31694349E9	1.4535392E9	1.76103334E9	1.32205965E9	
sp|P41271|NBL1_HUMAN	P41271	NBL1_HUMAN	NBL1	181	Homo sapiens	1:Experimental evidence at protein level	Neuroblastoma suppressor of tumorigenicity 1	0.4709	0.9671	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	5081622.5	5590879.0	4172581.0	5627234.5	0.0	0.0	0.0	0.0	
sp|P42766|RL35_HUMAN	P42766	RL35_HUMAN	RPL35	123	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL29	0.9181	0.9973	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	759836.9	0.0	0.0	752769.1	0.0	0.0	0.0	0.0	
sp|P42785|PCP_HUMAN	P42785	PCP_HUMAN	PRCP	496	Homo sapiens	1:Experimental evidence at protein level	Lysosomal Pro-X carboxypeptidase	1.0	0.9986	7	14	14	14	3	4	3	4	3	4	3	4	3	4	3	4	2168927.0	2864958.0	4835593.5	2270024.5	1225512.9	1246546.4	1330415.6	1169376.1	
sp|P43121|MUC18_HUMAN	P43121	MUC18_HUMAN	MCAM	646	Homo sapiens	1:Experimental evidence at protein level	Cell surface glycoprotein MUC18	1.0	0.999	9	27	27	27	10	6	2	9	10	6	2	9	10	6	2	9	8346014.0	5812829.0	6076130.0	5795307.0	3489342.2	3271467.5	2922828.2	3135765.0	
sp|P43251|BTD_HUMAN	P43251	BTD_HUMAN	BTD	543	Homo sapiens	1:Experimental evidence at protein level	Biotinidase	1.0	0.999	4	19	19	19	4	5	6	4	4	5	6	4	4	5	6	4	6813634.0	6703321.0	8287450.5	8338581.0	2675138.0	2969616.8	4462539.0	2863675.0	
sp|P43652|AFAM_HUMAN	P43652	AFAM_HUMAN	AFM	599	Homo sapiens	1:Experimental evidence at protein level	Afamin	1.0	0.999	12	44	44	44	11	13	8	12	11	13	8	12	11	13	8	12	1.5363625E7	1.1442498E7	1.5452944E7	2.4463664E7	6199051.0	5768073.0	7069274.0	8696019.0	
sp|P45877|PPIC_HUMAN	P45877	PPIC_HUMAN	PPIC	212	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase C	0.8673	0.9954	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	487170.06	392337.72	682903.0	433993.97	0.0	0.0	0.0	0.0	
sp|P46777|RL5_HUMAN	P46777	RL5_HUMAN	RPL5	297	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL18	0.4853	0.9689	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	572640.4	0.0	0.0	415633.56	0.0	0.0	0.0	0.0	
sp|P46782|RS5_HUMAN	P46782	RS5_HUMAN	RPS5	204	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS7	0.7168	0.9882	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	298356.6	0.0	198573.61	0.0	0.0	0.0	0.0	0.0	
sp|P48058|GRIA4_HUMAN	P48058	GRIA4_HUMAN	GRIA4	902	Homo sapiens	1:Experimental evidence at protein level	Glutamate receptor 4	1.0	0.999	3	6	6	6	2	2	1	1	2	2	1	1	2	2	1	1	2284150.0	1415550.5	1663082.9	2112211.2	1242917.9	785990.4	840110.7	1045064.9	
sp|P48745|CCN3_HUMAN	P48745	CCN3_HUMAN	CCN3	357	Homo sapiens	1:Experimental evidence at protein level	CCN family member 3	0.9457	0.9983	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	802576.3	487492.1	1013165.1	873673.6	0.0	0.0	0.0	0.0	
sp|P49327|FAS_HUMAN	P49327	FAS_HUMAN	FASN	2511	Homo sapiens	1:Experimental evidence at protein level	Fatty acid synthase	1.0	0.9984	7	11	9	11	6	0	0	5	5	0	0	4	6	0	0	5	1234504.8	256750.4	890275.2	1098658.2	560761.25	107863.94	417137.12	552869.0	
sp|P49908|SEPP1_HUMAN	P49908	SEPP1_HUMAN	SELENOP	381	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein P	1.0	0.999	3	12	12	12	4	3	2	3	4	3	2	3	4	3	2	3	3933144.5	3361587.2	2880848.5	4394942.0	1686484.2	1969259.0	1464374.2	2019644.5	
sp|P50750|CDK9_HUMAN	P50750	CDK9_HUMAN	CDK9	372	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 9	0.6371	0.983	1	3	0	3	0	1	1	1	0	0	0	0	0	1	1	1	683827.2	862642.94	808937.56	1056074.4	0.0	0.0	0.0	0.0	sp|Q14004|CDK13_HUMAN, sp|Q9NYV4|CDK12_HUMAN
sp|P51693|APLP1_HUMAN	P51693	APLP1_HUMAN	APLP1	650	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 1	1.0	0.999	20	78	78	78	21	23	15	19	21	23	15	19	21	23	15	19	5.795426E7	5.3603512E7	6.90072E7	6.3993976E7	2.9790976E7	3.0683132E7	1.9523652E7	2.5919236E7	
sp|P51884|LUM_HUMAN	P51884	LUM_HUMAN	LUM	338	Homo sapiens	1:Experimental evidence at protein level	Lumican	1.0	0.999	9	29	29	29	7	6	7	9	7	6	7	9	7	6	7	9	1.4492672E7	1.7676778E7	2.6846402E7	1.7652414E7	6822883.5	7347922.0	7026453.5	9793177.0	
sp|P51888|PRELP_HUMAN	P51888	PRELP_HUMAN	PRELP	382	Homo sapiens	1:Experimental evidence at protein level	Prolargin	1.0	0.999	2	7	7	7	2	2	1	2	2	2	1	2	2	2	1	2	902199.8	638905.5	1206161.4	1424569.9	528403.6	354005.56	704154.0	820419.5	
sp|P52803|EFNA5_HUMAN	P52803	EFNA5_HUMAN	EFNA5	228	Homo sapiens	1:Experimental evidence at protein level	Ephrin-A5	0.7127	0.9879	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	1001884.9	565409.9	0.0	0.0	0.0	0.0	
sp|P54289|CA2D1_HUMAN	P54289	CA2D1_HUMAN	CACNA2D1	1103	Homo sapiens	1:Experimental evidence at protein level	Voltage-dependent calcium channel subunit alpha-2/delta-1	1.0	0.999	14	29	28	29	10	5	5	9	9	5	5	9	10	5	5	9	3335987.5	3401776.2	4440583.0	3802177.5	1341013.4	1375795.4	1875815.0	1347705.6	
sp|P54764|EPHA4_HUMAN	P54764	EPHA4_HUMAN	EPHA4	986	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-A receptor 4	1.0	0.999	5	14	14	14	4	4	3	3	4	4	3	3	4	4	3	3	4553608.5	5257113.5	6645594.0	4252214.0	1760497.2	2195968.5	2708438.8	1884468.8	
sp|P55058|PLTP_HUMAN	P55058	PLTP_HUMAN	PLTP	493	Homo sapiens	1:Experimental evidence at protein level	Phospholipid transfer protein	1.0	0.999	11	44	44	44	11	10	12	11	11	10	12	11	11	10	12	11	1.2618844E7	1.0211258E7	2.1912864E7	1.7448184E7	7239612.5	6003456.5	8737001.0	9453916.0	
sp|P55083|MFAP4_HUMAN	P55083	MFAP4_HUMAN	MFAP4	255	Homo sapiens	1:Experimental evidence at protein level	Microfibril-associated glycoprotein 4	1.0	0.9987	2	5	5	5	1	0	2	2	1	0	2	2	1	0	2	2	3670908.0	2915061.0	3822154.2	5088379.0	3272563.0	2826688.0	4096803.0	3412407.5	
sp|P55283|CADH4_HUMAN	P55283	CADH4_HUMAN	CDH4	916	Homo sapiens	1:Experimental evidence at protein level	Cadherin-4	0.9337	0.9979	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	464272.28	385868.75	0.0	464161.44	0.0	0.0	0.0	0.0	
sp|P55290|CAD13_HUMAN	P55290	CAD13_HUMAN	CDH13	713	Homo sapiens	1:Experimental evidence at protein level	Cadherin-13	1.0	0.999	6	20	20	20	5	6	4	5	5	6	4	5	5	6	4	5	1.1359537E7	1.0071191E7	1.3155732E7	9000616.0	4357732.0	4126676.2	4992791.5	4050178.5	
sp|P55854|SUMO3_HUMAN	P55854	SUMO3_HUMAN	SUMO3	103	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 3	0.9077	0.9969	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	1	742286.4	0.0	567568.06	795566.1	0.0	0.0	0.0	0.0	sp|P61956|SUMO2_HUMAN, sp|Q6EEV6|SUMO4_HUMAN
sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	249	Homo sapiens	1:Experimental evidence at protein level	Triosephosphate isomerase	1.0	0.999	9	22	22	22	6	5	1	10	6	5	1	10	6	5	1	10	4992148.5	4036221.0	8057724.0	4700657.0	2457375.8	2287075.0	2948343.5	2257775.2	
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	Homo sapiens	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	15	43	0	43	10	11	9	13	0	0	0	0	10	11	9	13	3.9615396E7	2.1973332E7	2.9671138E7	3.8097708E7	1.3319398E7	9189522.0	1.1812354E7	1.373134E7	sp|P63261|ACTG_HUMAN
sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	145	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL24	0.6791	0.9859	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	1	385976.78	0.0	0.0	1046443.56	0.0	0.0	0.0	0.0	sp|Q9UNX3|RL26L_HUMAN
sp|P61278|SMS_HUMAN	P61278	SMS_HUMAN	SST	116	Homo sapiens	1:Experimental evidence at protein level	Somatostatin	0.4752	0.9676	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	871750.9	452897.0	95689.7	763763.2	0.0	0.0	0.0	0.0	
sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	136	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL27	0.8799	0.9959	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	735207.44	256380.97	433731.16	624279.7	0.0	0.0	0.0	0.0	
sp|P61604|CH10_HUMAN	P61604	CH10_HUMAN	HSPE1	102	Homo sapiens	1:Experimental evidence at protein level	10 kDa heat shock protein, mitochondrial	1.0	0.9949	3	7	7	7	3	1	1	2	3	1	1	2	3	1	1	2	2658449.5	767390.8	1686044.2	2250176.5	1273289.9	306051.16	835558.2	1023014.25	
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	Homo sapiens	1:Experimental evidence at protein level	Lysozyme C	1.0	0.999	4	15	15	15	4	4	3	4	4	4	3	4	4	4	3	4	7101189.0	9601572.0	6619782.0	9603088.0	5860855.0	6721423.0	5138463.5	7862668.5	
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	1:Experimental evidence at protein level	Beta-2-microglobulin	1.0	0.999	5	22	22	22	5	6	5	6	5	6	5	6	5	6	5	6	3.04135968E8	3.4521888E8	1.4385088E8	2.93814944E8	1.00812592E8	1.18863E8	5.7009784E7	1.00918168E8	
sp|P61916|NPC2_HUMAN	P61916	NPC2_HUMAN	NPC2	151	Homo sapiens	1:Experimental evidence at protein level	NPC intracellular cholesterol transporter 2	1.0	0.9986	6	24	24	24	6	7	4	7	6	7	4	7	6	7	4	7	2.0039084E7	1.89077E7	1.5933307E7	1.7728016E7	7461703.5	8256251.5	5206931.5	7749029.0	
sp|P61970|NTF2_HUMAN	P61970	NTF2_HUMAN	NUTF2	127	Homo sapiens	1:Experimental evidence at protein level	Nuclear transport factor 2	0.5848	0.9789	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	468288.72	301811.28	410786.84	352294.38	0.0	0.0	0.0	0.0	
sp|P62244|RS15A_HUMAN	P62244	RS15A_HUMAN	RPS15A	130	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS8	1.0	0.9977	2	3	3	3	1	0	0	2	1	0	0	2	1	0	0	2	1431234.0	204225.38	343976.34	1513400.9	795435.94	0.0	0.0	832799.0	
sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	RPS14	151	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS11	0.6826	0.9861	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	908564.9	0.0	767482.5	688359.9	0.0	0.0	0.0	0.0	
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	Homo sapiens	1:Experimental evidence at protein level	Thymosin beta-4	1.0	0.999	2	5	5	5	1	2	0	2	1	2	0	2	1	2	0	2	6643709.5	8506149.0	6372649.5	7417201.5	4265723.0	4241866.5	3240533.8	4963531.5	
sp|P62424|RL7A_HUMAN	P62424	RL7A_HUMAN	RPL7A	266	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL8	0.5342	0.9743	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	663364.56	237605.31	445459.7	495841.28	0.0	0.0	0.0	0.0	
sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS6	0.9266	0.9976	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	743837.4	0.0	279019.0	630300.4	0.0	0.0	0.0	0.0	
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	Homo sapiens	1:Experimental evidence at protein level	Histone H4	1.0	0.9989	5	20	20	20	6	4	4	6	6	4	4	6	6	4	4	6	3.3861208E7	1.0018042E7	1.6021556E7	2.8857752E7	1.4816213E7	4689735.0	7953398.5	1.1457828E7	
sp|P62826|RAN_HUMAN	P62826	RAN_HUMAN	RAN	216	Homo sapiens	1:Experimental evidence at protein level	GTP-binding nuclear protein Ran	0.9999	0.9806	2	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	1411430.1	376448.12	0.0	897919.0	1062001.4	245063.19	0.0	0.0	
sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14	0.5232	0.9731	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	535577.7	0.0	473002.62	419712.66	0.0	0.0	0.0	0.0	
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS25	0.6287	0.9824	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	491949.9	282301.4	468136.6	426838.5	0.0	0.0	0.0	0.0	
sp|P62861|RS30_HUMAN	P62861	RS30_HUMAN	FAU	133	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein	0.8663	0.9953	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	530065.2	0.0	233645.47	490480.28	0.0	0.0	0.0	0.0	
sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL31	0.7399	0.9895	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	645220.2	200618.97	384284.9	713400.5	0.0	0.0	0.0	0.0	
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL5	0.9438	0.9982	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	560602.06	157873.34	375444.5	510903.94	0.0	0.0	0.0	0.0	
sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2	0.6795	0.9859	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	0.0	0.0	514964.5	439128.75	0.0	0.0	0.0	0.0	
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.9987	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	1645120.5	2772400.5	4340942.0	2176346.8	864318.9	1457690.6	2279771.2	1145441.6	
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein zeta/delta	1.0	0.9981	4	3	3	6	1	0	1	1	1	0	1	1	3	0	1	2	1008018.1	1547281.9	1943657.5	886149.94	0.0	1003362.25	1347465.6	0.0	
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 1-alpha 1	1.0	0.9989	7	20	0	20	7	3	3	7	0	0	0	0	7	3	3	7	2.2202704E7	6862522.0	1.1432214E7	2.0041124E7	8942344.0	2713179.0	4625531.5	8314152.5	sp|Q5VTE0|EF1A3_HUMAN
sp|P68133|ACTS_HUMAN	P68133	ACTS_HUMAN	ACTA1	377	Homo sapiens	1:Experimental evidence at protein level	Actin, alpha skeletal muscle	1.0	0.9989	14	6	1	36	2	1	1	2	0	0	0	1	9	8	8	11	3032765.8	2223624.0	2806394.5	3225024.8	0.0	0.0	0.0	0.0	
sp|P68363|TBA1B_HUMAN	P68363	TBA1B_HUMAN	TUBA1B	451	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha-1B chain	1.0	0.9984	4	8	0	8	2	2	1	3	0	0	0	0	2	2	1	3	2895457.5	1561738.8	2089542.2	2601734.8	1838126.9	834287.6	1091491.6	1162294.1	sp|Q71U36|TBA1A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	Homo sapiens	1:Experimental evidence at protein level	Histone H3.1	1.0	0.9901	3	10	0	10	2	3	3	2	0	0	0	0	2	3	3	2	2.885566E7	1.01176E7	1.6419988E7	2.3212432E7	1.1923487E7	4832602.0	8095612.0	9614224.0	sp|P84243|H33_HUMAN, sp|Q16695|H31T_HUMAN, sp|Q71DI3|H32_HUMAN
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit beta	1.0	0.999	11	29	9	29	4	8	4	13	1	3	1	4	4	8	4	13	8857445.0	1.30306E7	1.7368884E7	3.9145664E7	4867959.5	5341532.0	6308691.5	2.9601864E7	
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA2	142	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit alpha	1.0	0.999	8	23	23	23	4	3	2	14	4	3	2	14	4	3	2	14	4225561.5	1356116.4	2414910.0	4914742.5	3606162.0	1088486.1	1814286.6	5603245.0	
sp|P78324|SHPS1_HUMAN	P78324	SHPS1_HUMAN	SIRPA	504	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type substrate 1	1.0	0.999	8	24	5	24	7	7	4	6	2	1	1	1	7	7	4	6	1.0437138E7	8499916.0	9600103.0	8257837.0	5411297.5	5388290.0	3207038.0	4394434.0	
sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit beta	0.5894	0.9793	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	503535.7	160353.73	0.0	428660.22	0.0	0.0	0.0	0.0	
sp|P78509|RELN_HUMAN	P78509	RELN_HUMAN	RELN	3460	Homo sapiens	1:Experimental evidence at protein level	Reelin	1.0	0.999	19	36	36	36	11	12	5	8	11	12	5	8	11	12	5	8	4559716.0	3638452.5	4894826.5	3582629.5	1663271.1	1471466.2	1898324.9	1349655.1	
sp|P80723|BASP1_HUMAN	P80723	BASP1_HUMAN	BASP1	227	Homo sapiens	1:Experimental evidence at protein level	Brain acid soluble protein 1	0.9999	0.9895	2	3	3	3	2	0	0	1	2	0	0	1	2	0	0	1	602341.1	552033.8	301389.8	511925.7	0.0	0.0	0.0	0.0	
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL24	0.7554	0.9903	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	534751.4	123668.086	0.0	462807.16	0.0	0.0	0.0	0.0	
sp|P84090|ERH_HUMAN	P84090	ERH_HUMAN	ERH	104	Homo sapiens	1:Experimental evidence at protein level	Enhancer of rudimentary homolog	0.6993	0.9871	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	518759.06	131748.81	380101.28	446180.22	0.0	0.0	0.0	0.0	
sp|P98160|PGBM_HUMAN	P98160	PGBM_HUMAN	HSPG2	4391	Homo sapiens	1:Experimental evidence at protein level	Basement membrane-specific heparan sulfate proteoglycan core protein	1.0	0.999	10	29	29	29	7	7	6	9	7	7	6	9	7	7	6	9	8468716.0	8419356.0	1.1408824E7	9521249.0	3326973.2	3625024.8	3906001.2	3983282.8	
sp|P99999|CYC_HUMAN	P99999	CYC_HUMAN	CYCS	105	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c	1.0	0.999	3	7	3	7	2	1	1	3	1	0	0	2	2	1	1	3	3103297.0	2414345.0	2671322.2	3138679.8	1363355.0	1115393.9	1168550.1	1367369.0	
sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U	0.9999	0.9862	2	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	454656.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2	0.833	0.994	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	1	278844.2	134059.1	194647.16	310391.7	0.0	0.0	0.0	0.0	sp|Q9BRL6|SRSF8_HUMAN
sp|Q01459|DIAC_HUMAN	Q01459	DIAC_HUMAN	CTBS	385	Homo sapiens	1:Experimental evidence at protein level	Di-N-acetylchitobiase	1.0	0.999	3	6	6	6	3	1	1	1	3	1	1	1	3	1	1	1	1495810.6	1713879.5	1299198.5	1670684.0	578483.06	683497.06	0.0	665989.9	
