Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_5_1 Spectral Count	control_5_1 Unique Spectral Count	control_5_1 Total Spectral Count	control_5_1 Intensity	Indistinguishable Proteins
sp|Q9UBR2|CATZ_HUMAN	Q9UBR2	CATZ_HUMAN	CTSZ	303	Homo sapiens	1:Experimental evidence at protein level	Cathepsin Z	1.0	0.9926	2	2	2	2	2	2	2	1186942.8	
sp|Q9UBX5|FBLN5_HUMAN	Q9UBX5	FBLN5_HUMAN	FBLN5	448	Homo sapiens	1:Experimental evidence at protein level	Fibulin-5	0.639	0.9628	1	1	1	1	1	1	1	670378.25	
sp|Q9UGM5|FETUB_HUMAN	Q9UGM5	FETUB_HUMAN	FETUB	382	Homo sapiens	1:Experimental evidence at protein level	Fetuin-B	0.7598	0.9788	1	1	1	1	1	1	1	669939.06	
sp|Q9UHG2|PCS1N_HUMAN	Q9UHG2	PCS1N_HUMAN	PCSK1N	260	Homo sapiens	1:Experimental evidence at protein level	ProSAAS	1.0	0.999	5	5	4	5	5	4	5	1.6834388E7	
sp|Q9UL62|TRPC5_HUMAN	Q9UL62	TRPC5_HUMAN	TRPC5	973	Homo sapiens	1:Experimental evidence at protein level	Short transient receptor potential channel 5	0.7646	0.9794	1	1	1	1	1	1	1	4.21294944E8	
sp|Q9ULB1|NRX1A_HUMAN	Q9ULB1	NRX1A_HUMAN	NRXN1	1477	Homo sapiens	1:Experimental evidence at protein level	Neurexin-1	1.0	0.9984	8	7	4	8	7	4	8	2948975.8	
sp|Q9UM22|EPDR1_HUMAN	Q9UM22	EPDR1_HUMAN	EPDR1	224	Homo sapiens	1:Experimental evidence at protein level	Mammalian ependymin-related protein 1	0.7545	0.9782	1	1	1	1	1	1	1	836892.7	
sp|Q9UMF0|ICAM5_HUMAN	Q9UMF0	ICAM5_HUMAN	ICAM5	924	Homo sapiens	1:Experimental evidence at protein level	Intercellular adhesion molecule 5	1.0	0.9965	2	2	2	2	2	2	2	954913.5	
sp|Q9UNN8|EPCR_HUMAN	Q9UNN8	EPCR_HUMAN	PROCR	238	Homo sapiens	1:Experimental evidence at protein level	Endothelial protein C receptor	0.9501	0.9964	1	1	1	1	1	1	1	608404.2	
sp|Q9UQM7|KCC2A_HUMAN	Q9UQM7	KCC2A_HUMAN	CAMK2A	478	Homo sapiens	1:Experimental evidence at protein level	Calcium/calmodulin-dependent protein kinase type II subunit alpha	1.0	0.9745	2	2	1	2	2	1	2	598895.9	
sp|Q9Y4C0|NRX3A_HUMAN	Q9Y4C0	NRX3A_HUMAN	NRXN3	1643	Homo sapiens	1:Experimental evidence at protein level	Neurexin-3	1.0	0.9989	13	13	6	13	13	6	13	5315655.0	
sp|Q9Y4L1|HYOU1_HUMAN	Q9Y4L1	HYOU1_HUMAN	HYOU1	999	Homo sapiens	1:Experimental evidence at protein level	Hypoxia up-regulated protein 1	0.9999	0.961	2	2	1	2	2	1	2	611202.94	
sp|Q9Y5Y7|LYVE1_HUMAN	Q9Y5Y7	LYVE1_HUMAN	LYVE1	322	Homo sapiens	1:Experimental evidence at protein level	Lymphatic vessel endothelial hyaluronic acid receptor 1	1.0	0.9698	2	2	2	2	2	2	2	1317201.2	
sp|Q9Y623|MYH4_HUMAN	Q9Y623	MYH4_HUMAN	MYH4	1939	Homo sapiens	1:Experimental evidence at protein level	Myosin-4	1.0	0.9942	8	8	2	8	8	2	8	4857364.5	
sp|Q9Y646|CBPQ_HUMAN	Q9Y646	CBPQ_HUMAN	CPQ	472	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase Q	1.0	0.9939	4	4	4	4	4	4	4	2107968.5	
sp|Q9Y6R7|FCGBP_HUMAN	Q9Y6R7	FCGBP_HUMAN	FCGBP	5405	Homo sapiens	1:Experimental evidence at protein level	IgGFc-binding protein	0.9819	0.9987	1	1	1	1	1	1	1	436126.34	
