Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_10_10 Spectral Count	control_1_1 Spectral Count	control_2_2 Spectral Count	control_3_3 Spectral Count	control_4_4 Spectral Count	control_5_5 Spectral Count	control_6_6 Spectral Count	control_7_7 Spectral Count	control_8_8 Spectral Count	control_9_9 Spectral Count	control_10_10 Unique Spectral Count	control_1_1 Unique Spectral Count	control_2_2 Unique Spectral Count	control_3_3 Unique Spectral Count	control_4_4 Unique Spectral Count	control_5_5 Unique Spectral Count	control_6_6 Unique Spectral Count	control_7_7 Unique Spectral Count	control_8_8 Unique Spectral Count	control_9_9 Unique Spectral Count	control_10_10 Total Spectral Count	control_1_1 Total Spectral Count	control_2_2 Total Spectral Count	control_3_3 Total Spectral Count	control_4_4 Total Spectral Count	control_5_5 Total Spectral Count	control_6_6 Total Spectral Count	control_7_7 Total Spectral Count	control_8_8 Total Spectral Count	control_9_9 Total Spectral Count	control_10_10 Intensity	control_1_1 Intensity	control_2_2 Intensity	control_3_3 Intensity	control_4_4 Intensity	control_5_5 Intensity	control_6_6 Intensity	control_7_7 Intensity	control_8_8 Intensity	control_9_9 Intensity	control_10_10 MaxLFQ Intensity	control_1_1 MaxLFQ Intensity	control_2_2 MaxLFQ Intensity	control_3_3 MaxLFQ Intensity	control_4_4 MaxLFQ Intensity	control_5_5 MaxLFQ Intensity	control_6_6 MaxLFQ Intensity	control_7_7 MaxLFQ Intensity	control_8_8 MaxLFQ Intensity	control_9_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	1.0	0.999	4	12	12	12	0	2	2	3	1	3	0	0	0	1	0	2	2	3	1	3	0	0	0	1	0	2	2	3	1	3	0	0	0	1	673986.56	4241831.0	3414057.5	3742475.5	2248296.0	4393439.5	3453233.0	771663.06	1769661.2	2690608.8	0.0	1889377.4	1465159.8	1579766.6	1253634.2	2018946.5	1402774.4	0.0	1013277.06	1163309.5	
sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	CHL1	1208	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule L1-like protein	1.0	0.999	21	160	160	160	15	17	20	23	14	18	14	9	12	18	15	17	20	23	14	18	14	9	12	18	15	17	20	23	14	18	14	9	12	18	1.1945905E7	1.9172794E7	2.285214E7	2.9768042E7	1.4407123E7	1.456981E7	1.4235208E7	7348860.5	1.3504844E7	1.308035E7	5141095.5	7920754.0	8587274.0	1.1790952E7	5916214.0	6537698.0	5952443.5	3924238.5	5316675.0	6132532.0	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.9989	5	27	27	27	2	1	6	3	2	3	2	2	1	5	2	1	6	3	2	3	2	2	1	5	2	1	6	3	2	3	2	2	1	5	4641608.0	6963307.0	6984436.0	3786990.5	5502150.5	5700782.0	4265963.5	3586162.5	3898348.8	5362535.0	2437018.8	3506169.2	3480070.5	1806806.8	2612038.0	2965501.2	1846520.2	1951583.1	1945157.2	2686645.2	
sp|O14498|ISLR_HUMAN	O14498	ISLR_HUMAN	ISLR	428	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily containing leucine-rich repeat protein	1.0	0.9977	2	11	11	11	0	2	1	2	1	2	1	1	0	1	0	2	1	2	1	2	1	1	0	1	0	2	1	2	1	2	1	1	0	1	643179.75	1267572.4	1170101.0	1079145.5	1016194.9	843942.0	1240173.0	1374675.0	745106.25	884929.5	0.0	733803.5	675100.94	617089.1	587821.94	467194.12	709110.8	796428.7	0.0	486190.56	
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	Homo sapiens	1:Experimental evidence at protein level	Neurocan core protein	1.0	0.999	13	71	69	71	5	8	10	13	7	8	7	2	4	7	5	8	9	12	7	8	7	2	4	7	5	8	10	13	7	8	7	2	4	7	3999285.5	9460708.0	1.0163376E7	1.1136436E7	7352620.0	7769365.5	7268658.5	4728553.0	5653106.5	6642975.0	2723271.0	4280590.0	4760608.0	7170838.5	3604317.8	4818504.5	3455259.0	2735723.5	3216759.2	4034641.2	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	0.9998	0.995	2	3	3	3	0	0	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0.0	606783.8	1411202.2	730387.44	0.0	746973.9	263304.66	0.0	0.0	183207.89	0.0	0.0	901870.7	447448.7	0.0	503987.84	0.0	0.0	0.0	0.0	
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein L1	1.0	0.9989	3	15	15	15	2	1	0	2	2	3	1	1	1	2	2	1	0	2	2	3	1	1	1	2	2	1	0	2	2	3	1	1	1	2	2061533.0	1078375.9	763667.6	811912.6	3165289.5	3468338.0	1537990.2	2465998.8	2999022.5	2260475.0	1125943.2	590493.5	416739.6	443368.78	1318549.9	1306563.2	689140.5	1007552.7	1268278.2	934939.8	
sp|O14983|AT2A1_HUMAN	O14983	AT2A1_HUMAN	ATP2A1	1001	Homo sapiens	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	1.0	0.9979	4	9	2	9	3	0	0	2	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	2	0	4	0	0	0	0	2121142.0	587356.1	304317.56	1473464.8	699705.5	2942709.8	789883.94	1525901.0	1591855.5	455408.16	850958.7	349631.1	181568.94	575745.3	422712.12	1150224.8	313356.75	595040.7	635789.1	219875.77	
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	Homo sapiens	1:Experimental evidence at protein level	Plexin-B2	1.0	0.999	4	7	7	7	0	1	2	2	0	1	0	0	0	1	0	1	2	2	0	1	0	0	0	1	0	1	2	2	0	1	0	0	0	1	1276912.5	1785961.4	1768196.8	1192850.1	953197.9	1029576.1	1380674.1	0.0	1062516.2	1176876.0	730922.75	661579.4	658334.25	632630.9	587158.56	634774.8	494976.6	0.0	636056.94	664570.5	
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	Homo sapiens	1:Experimental evidence at protein level	Neurosecretory protein VGF	1.0	0.999	26	129	129	129	10	13	17	26	12	15	11	8	4	13	10	13	17	26	12	15	11	8	4	13	10	13	17	26	12	15	11	8	4	13	2.0169774E7	1.9881998E7	2.1083834E7	2.9821022E7	7978143.0	2.0017422E7	1.0726757E7	6751258.5	1.2226802E7	1.2700055E7	6171824.0	5527725.0	8803373.0	1.6651418E7	7271424.5	9400063.0	5856918.0	5294834.5	4413856.5	8939685.0	
sp|O15354|GPR37_HUMAN	O15354	GPR37_HUMAN	GPR37	613	Homo sapiens	1:Experimental evidence at protein level	Prosaposin receptor GPR37	1.0	0.9982	3	5	5	5	0	1	0	2	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	1	531959.0	1692906.5	681576.9	1159001.0	936409.75	1065786.2	1142415.8	892294.9	0.0	913746.8	0.0	973673.75	397740.6	680998.56	536045.1	626235.56	670104.1	521462.2	0.0	465877.5	
sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	NCAM2	837	Homo sapiens	1:Experimental evidence at protein level	Neural cell adhesion molecule 2	1.0	0.999	16	64	64	64	6	8	9	13	3	7	6	3	4	5	6	8	9	13	3	7	6	3	4	5	6	8	9	13	3	7	6	3	4	5	3338930.0	9592507.0	1.1738468E7	7066773.5	4644254.5	6277406.0	6726930.5	3620040.8	6073524.5	4572864.0	1913056.8	4364904.5	4279040.0	3696294.0	2553676.2	3509591.2	3216630.0	2109918.5	2739091.0	2554798.8	
sp|O43286|B4GT5_HUMAN	O43286	B4GT5_HUMAN	B4GALT5	388	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-galactosyltransferase 5	0.7069	0.9923	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	158728.56	336290.2	266464.75	221775.2	0.0	243613.69	230314.67	225596.72	266438.4	246200.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P15291|B4GT1_HUMAN
sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	252	Homo sapiens	1:Experimental evidence at protein level	Kunitz-type protease inhibitor 2	0.6134	0.9884	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	236118.06	280314.5	521727.72	427941.66	441400.28	569353.2	0.0	0.0	521727.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43405|COCH_HUMAN	O43405	COCH_HUMAN	COCH	550	Homo sapiens	1:Experimental evidence at protein level	Cochlin	0.9999	0.9976	2	10	10	10	2	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	0	1	729173.0	1305729.4	988778.56	1017668.94	1166001.2	1162920.4	1577757.0	1180282.6	632083.1	931410.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	0.9965	0.9886	1	9	9	9	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.9988	4	22	22	22	0	1	3	4	3	4	3	1	0	3	0	1	3	4	3	4	3	1	0	3	0	1	3	4	3	4	3	1	0	3	1633581.9	1701619.1	2120702.8	3594585.2	2798390.5	3030115.0	3236720.2	2459142.0	936713.5	3394194.8	701193.25	773751.5	936799.25	1554320.4	1195692.0	1324836.6	1360623.5	1102270.8	467892.5	1443920.1	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	11	122	122	122	12	13	13	14	11	13	13	11	11	11	12	13	13	14	11	13	13	11	11	11	12	13	13	14	11	13	13	11	11	11	2.0780668E7	4.856736E7	6.6926332E7	6.4010804E7	4.146672E7	5.3362164E7	4.9727832E7	2.4069866E7	3.6957476E7	3.3256894E7	1.0533924E7	2.244508E7	2.3009176E7	2.7323024E7	1.6372858E7	2.2638608E7	2.039497E7	1.0964098E7	1.837474E7	1.3913932E7	
sp|O43529|CHSTA_HUMAN	O43529	CHSTA_HUMAN	CHST10	356	Homo sapiens	1:Experimental evidence at protein level	Carbohydrate sulfotransferase 10	0.5923	0.9873	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	151118.06	0.0	188543.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43556|SGCE_HUMAN	O43556	SGCE_HUMAN	SGCE	437	Homo sapiens	1:Experimental evidence at protein level	Epsilon-sarcoglycan	0.6304	0.9892	1	4	4	4	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	493571.72	477910.0	543900.2	357804.25	513611.78	716836.7	488332.62	552569.4	396480.2	557140.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43567|RNF13_HUMAN	O43567	RNF13_HUMAN	RNF13	381	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF13	0.8847	0.9976	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	401877.5	0.0	523817.7	0.0	0.0	0.0	387910.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43827|ANGL7_HUMAN	O43827	ANGL7_HUMAN	ANGPTL7	346	Homo sapiens	1:Experimental evidence at protein level	Angiopoietin-related protein 7	0.9994	0.9821	2	2	2	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2842882.0	921767.5	932432.75	0.0	192072.56	583008.5	0.0	801603.3	0.0	1631723.8	1784225.1	0.0	0.0	0.0	0.0	461474.34	0.0	0.0	0.0	1082914.0	
sp|O60241|AGRB2_HUMAN	O60241	AGRB2_HUMAN	ADGRB2	1585	Homo sapiens	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor B2	0.9999	0.9981	2	5	5	5	0	1	1	2	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	363440.0	980452.7	929451.75	1066789.5	945423.0	1065727.5	978937.1	558552.0	391278.84	996028.3	0.0	521846.56	512535.06	599446.1	542224.06	610262.9	560525.1	320525.3	0.0	571101.44	
sp|O60279|SUSD5_HUMAN	O60279	SUSD5_HUMAN	SUSD5	629	Homo sapiens	1:Experimental evidence at protein level	Sushi domain-containing protein 5	1.0	0.9907	3	7	7	7	0	1	3	3	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	366467.8	1226321.5	1507135.5	1523506.2	1489980.0	838833.25	970559.6	1085145.0	473713.03	1083335.5	221072.83	593416.2	682920.6	693292.75	639413.75	348783.9	471441.56	497521.88	223655.48	497799.53	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	1.0	0.9989	5	24	0	24	2	2	2	3	2	5	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	3	2	5	2	2	2	2	2.2497718E7	6236635.0	5207315.0	1.5954913E7	9378427.0	3.7231212E7	7234180.0	8326382.0	1.1534312E7	6203491.0	1.5657198E7	5342339.5	3995662.0	1.2086174E7	6308658.0	2.3046868E7	5452168.0	7476685.0	9739732.0	4323753.0	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O75071|EFC14_HUMAN	O75071	EFC14_HUMAN	EFCAB14	495	Homo sapiens	1:Experimental evidence at protein level	EF-hand calcium-binding domain-containing protein 14	0.9491	0.999	1	3	3	3	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0.0	1103279.2	647181.25	576837.4	606956.94	1221273.0	576837.9	475596.38	0.0	540778.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOSLG	302	Homo sapiens	1:Experimental evidence at protein level	ICOS ligand	1.0	0.9983	3	17	17	17	2	3	1	3	1	2	1	1	1	2	2	3	1	3	1	2	1	1	1	2	2	3	1	3	1	2	1	1	1	2	1943536.9	3156299.5	1716109.2	1841787.0	1780487.9	2358247.0	2650291.2	1436519.2	1952268.5	2073976.2	934758.44	1455475.5	756237.56	867183.4	854434.5	1147752.2	1226817.9	1017928.06	992000.9	1101472.8	
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-7A	1.0	0.999	13	91	91	91	7	11	16	12	11	11	6	3	5	9	7	11	16	12	11	11	6	3	5	9	7	11	16	12	11	11	6	3	5	9	3228815.5	5674938.0	7422897.0	4776825.0	4458531.5	6604707.0	3862088.5	2758361.5	4649827.0	3657241.2	1720262.8	2062458.9	3500172.2	2567895.0	2421106.0	2578898.5	2057436.6	1450347.2	1892459.6	1860105.8	
sp|O75503|CLN5_HUMAN	O75503	CLN5_HUMAN	CLN5	358	Homo sapiens	1:Experimental evidence at protein level	Bis(monoacylglycero)phosphate synthase CLN5	0.997	0.971	2	3	3	3	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	308618.53	351252.7	371363.38	192122.23	312215.84	235652.9	255024.28	184488.02	261918.31	423349.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75509|TNR21_HUMAN	O75509	TNR21_HUMAN	TNFRSF21	655	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 21	0.643	0.9898	1	5	5	5	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	454784.5	696312.8	760873.9	1044029.9	659229.3	544458.3	676785.5	0.0	560140.25	624909.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75711|SCRG1_HUMAN	O75711	SCRG1_HUMAN	SCRG1	98	Homo sapiens	1:Experimental evidence at protein level	Scrapie-responsive protein 1	0.5357	0.9841	1	7	7	7	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	385782.03	626708.56	1147880.6	768921.7	751576.5	1027993.56	724602.56	728645.4	554458.5	1026600.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	ATRN	1429	Homo sapiens	1:Experimental evidence at protein level	Attractin	1.0	0.9989	4	15	15	15	1	2	3	2	1	2	1	1	1	1	1	2	3	2	1	2	1	1	1	1	1	2	3	2	1	2	1	1	1	1	2502993.2	2099731.0	2160985.8	1708640.1	2169446.8	1205113.6	2063027.4	2366769.0	2565304.2	1825614.9	1219847.1	934894.8	947799.06	743584.1	898237.5	751042.4	874816.75	1002973.7	999397.5	851225.7	
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	1.0	0.9922	2	2	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	322178.16	351971.56	0.0	556573.56	516231.25	798509.6	175459.53	143066.52	184161.83	0.0	0.0	0.0	0.0	336744.7	306608.06	502744.25	0.0	0.0	0.0	0.0	
sp|O94772|LY6H_HUMAN	O94772	LY6H_HUMAN	LY6H	140	Homo sapiens	1:Experimental evidence at protein level	Lymphocyte antigen 6H	0.7033	0.9922	1	3	3	3	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	188468.5	0.0	97383.91	2297437.8	138894.05	1081506.5	174331.0	141351.97	0.0	616969.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens	1:Experimental evidence at protein level	Neurofascin	1.0	0.9986	15	68	68	68	3	7	9	12	8	8	7	2	2	10	3	7	9	12	8	8	7	2	2	10	3	7	9	12	8	8	7	2	2	10	2015818.2	3431572.0	4064860.5	3245458.0	2686078.2	3453469.8	2831759.8	2253417.5	2939802.2	3057381.5	961651.4	1319440.0	1407335.2	1421108.0	1266611.9	1438152.4	1226257.8	965308.7	1148103.0	1261796.9	
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	Homo sapiens	1:Experimental evidence at protein level	Endonuclease domain-containing 1 protein	1.0	0.999	7	19	19	19	1	4	2	5	0	2	2	1	0	2	1	4	2	5	0	2	2	1	0	2	1	4	2	5	0	2	2	1	0	2	2838641.5	4464527.0	3650475.5	4006071.0	2926742.2	3328512.0	3041388.8	1289339.6	3185850.2	3068149.0	1704447.4	2039943.2	1522826.5	1636671.0	1414469.2	1481456.9	1377445.2	1350374.8	1196480.0	1556970.5	
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-1	1.0	0.999	15	112	112	112	11	14	14	16	8	12	11	7	7	12	11	14	14	16	8	12	11	7	7	12	11	14	14	16	8	12	11	7	7	12	1.6077888E7	2.9310804E7	3.2324238E7	2.9786862E7	1.9737228E7	3.0461434E7	2.1118864E7	1.2057192E7	1.5957039E7	1.5483836E7	5975643.5	1.0481213E7	1.3209827E7	1.1281943E7	9453577.0	7670943.5	9357286.0	5767978.5	6442242.0	7095058.0	
sp|O95158|NXPH4_HUMAN	O95158	NXPH4_HUMAN	NXPH4	308	Homo sapiens	1:Experimental evidence at protein level	Neurexophilin-4	0.8295	0.9962	1	7	7	7	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	566586.7	279006.7	362256.6	649072.25	581120.9	530425.94	528094.56	573170.4	400379.6	652129.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95196|CSPG5_HUMAN	O95196	CSPG5_HUMAN	CSPG5	566	Homo sapiens	1:Experimental evidence at protein level	Chondroitin sulfate proteoglycan 5	0.9349	0.9987	1	5	5	5	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0.0	857053.6	1213321.8	1499891.9	963858.9	1516889.8	990150.25	0.0	772066.06	945505.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	1.0	0.9986	2	12	12	12	1	2	0	1	1	2	0	2	1	2	1	2	0	1	1	2	0	2	1	2	1	2	0	1	1	2	0	2	1	2	953412.1	1662823.4	903730.1	463703.62	1383967.6	1265359.0	523740.0	1697616.2	2279906.2	1437523.8	0.0	913088.2	504257.9	0.0	762205.4	689279.7	0.0	948828.2	1274048.4	799466.75	
sp|O95502|NPTXR_HUMAN	O95502	NPTXR_HUMAN	NPTXR	500	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin receptor	1.0	0.999	11	76	76	76	6	8	12	12	7	7	7	4	4	9	6	8	12	12	7	7	7	4	4	9	6	8	12	12	7	7	7	4	4	9	7636581.5	5546170.5	1.0382529E7	2.0705156E7	8697300.0	1.3315544E7	1.0431441E7	5172673.5	5628816.0	7658057.0	4511422.5	4253098.0	6377156.5	9919917.0	4539856.5	7672135.5	5218385.0	2912356.5	3779296.2	4459005.5	
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain	1.0	0.9953	7	22	22	22	4	1	2	5	1	3	1	1	1	3	4	1	2	5	1	3	1	1	1	3	4	1	2	5	1	3	1	1	1	3	3204949.5	1335343.0	1112876.2	2146940.0	1492383.1	4536290.0	1494602.1	1773060.2	2088135.4	1591116.5	1228334.2	534569.9	441775.53	855333.44	674682.6	1594270.8	585229.0	805145.2	866855.6	650703.0	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.999	3	19	19	19	3	1	2	2	2	2	2	1	2	2	3	1	2	2	2	2	2	1	2	2	3	1	2	2	2	2	2	1	2	2	2.8728312E7	4.4868124E7	5.004904E7	7.7153184E7	4.5822984E7	6.6233676E7	6.373824E7	3.3225352E7	2.4004856E7	5.117772E7	1.2058651E7	1.5820496E7	2.1457824E7	3.529578E7	2.0381558E7	2.7749088E7	2.8358038E7	1.5121835E7	8351221.5	2.2852834E7	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	47	397	397	397	56	32	37	39	40	45	32	39	34	43	56	32	37	39	40	45	32	39	34	43	56	32	37	39	40	45	32	39	34	43	5.336378E7	6.69792E7	6.9432536E7	3.766284E7	7.2033184E7	7.8325776E7	4.6967692E7	6.183146E7	8.0892544E7	7.1108112E7	3.2485832E7	2.5252596E7	2.2285572E7	1.4545603E7	3.1562214E7	2.5667984E7	1.8282302E7	2.9533794E7	3.6084416E7	2.9317694E7	
sp|P00505|AATM_HUMAN	P00505	AATM_HUMAN	GOT2	430	Homo sapiens	1:Experimental evidence at protein level	Aspartate aminotransferase, mitochondrial	0.8802	0.9975	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	200012.66	141754.3	0.0	521417.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P00558|PGK1_HUMAN	P00558	PGK1_HUMAN	PGK1	417	Homo sapiens	1:Experimental evidence at protein level	Phosphoglycerate kinase 1	0.4261	0.9755	1	2	2	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	523522.22	0.0	0.0	194738.8	0.0	523476.34	206408.12	120936.49	108945.94	174458.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	Homo sapiens	1:Experimental evidence at protein level	Prothrombin	1.0	0.999	6	56	56	56	2	7	6	7	6	5	5	6	6	6	2	7	6	7	6	5	5	6	6	6	2	7	6	7	6	5	5	6	6	6	4964678.0	8995633.0	1.1657999E7	1.4232946E7	2.1192288E7	7957846.5	1.086424E7	1.3827673E7	1.4031212E7	1.2325546E7	2044898.6	4195548.5	4585952.5	5011235.5	7088628.5	2745946.2	3668600.8	6257199.5	6126870.5	4467416.0	
sp|P00736|C1R_HUMAN	P00736	C1R_HUMAN	C1R	705	Homo sapiens	1:Experimental evidence at protein level	Complement C1r subcomponent	1.0	0.999	13	89	87	89	8	12	11	11	8	6	8	9	5	11	7	11	11	11	8	6	8	9	5	11	8	12	11	11	8	6	8	9	5	11	2.34808896E8	1.24154512E8	2.2675632E8	2.81124928E8	2.67784368E8	3.1662976E8	2.42324608E8	2.97220736E8	1.96550016E8	2.38924864E8	1.90454336E8	3.1832512E8	2.41062112E8	2.05285792E8	2.07311488E8	1.48575664E8	2.69534528E8	2.2633624E8	2.64235664E8	2.39084464E8	
